name,kind,return_type,storage,params,file,line,signature
printf,declaration,(unknown),,"""dataLength = %i - bufPos: %i\n"", dataLength, bufPos",mms/iso_mms/server/mms_write_service.c,202,"printf(""dataLength = %i - bufPos: %i\n"", dataLength, bufPos)"
printf,declaration,(unknown),,""" varSpec - bufPos: %i endPos: %i tag: %02x\n"", bufPos - 1, bufPos + length, tag",mms/iso_mms/server/mms_write_service.c,209,"printf("" varSpec - bufPos: %i endPos: %i tag: %02x\n"", bufPos - 1, bufPos + length, tag)"
printf,declaration,(unknown),,"""dataLength = %i - bufPos: %i\n"", dataLength, bufPos",mms/iso_mms/server/mms_write_service.c,219,"printf(""dataLength = %i - bufPos: %i\n"", dataLength, bufPos)"
printf,declaration,(unknown),,"""VAR ACCESS SPEC\n""",mms/iso_mms/server/mms_write_service.c,266,"printf(""VAR ACCESS SPEC\n"")"
printf,declaration,(unknown),,"""Failed to decode MMS var access spec\n""",mms/iso_mms/server/mms_write_service.c,276,"printf(""Failed to decode MMS var access spec\n"")"
printf,declaration,(unknown),,"""LIST OF DATA\n""",mms/iso_mms/server/mms_write_service.c,283,"printf(""LIST OF DATA\n"")"
printf,declaration,(unknown),,"""lod - dataBufPos: %i endPos: %i\n"", dataBufPos, bufPos + length",mms/iso_mms/server/mms_write_service.c,289,"printf(""lod - dataBufPos: %i endPos: %i\n"", dataBufPos, bufPos + length)"
printf,declaration,(unknown),,""" Decoded MMS data value:\n""",mms/iso_mms/server/mms_write_service.c,294,"printf("" Decoded MMS data value:\n"")"
printf,declaration,(unknown),,""" %s\n"", printBuf",mms/iso_mms/server/mms_write_service.c,299,"printf("" %s\n"", printBuf)"
printf,declaration,(unknown),,""" Failed to decode MMS data value\n""",mms/iso_mms/server/mms_write_service.c,303,"printf("" Failed to decode MMS data value\n"")"
printf,declaration,(unknown),,"""PRES: unknown transfer-syntax-name\n""",mms/iso_presentation/iso_presentation.c,725,"printf(""PRES: unknown transfer-syntax-name\n"")"
printf,declaration,else,,"""ISO_SERVER: IsoConnection_sendMessage success!\n""",mms/iso_server/iso_connection.c,671,"else printf(""ISO_SERVER: IsoConnection_sendMessage success!\n"")"
printf,declaration,(unknown),,"""ISO_SERVER (%p): Connection (%p) removed\n"", self, con",mms/iso_server/iso_server.c,285,"printf(""ISO_SERVER (%p): Connection (%p) removed\n"", self, con)"
private_IsoServer_decreaseConnectionCounter,declaration,LIB61850_INTERNAL void,,IsoServer self,mms/inc_private/iso_server_private.h,40,LIB61850_INTERNAL void private_IsoServer_decreaseConnectionCounter(IsoServer self)
private_IsoServer_decreaseConnectionCounter,declaration,(unknown),,isoServer,mms/iso_server/iso_connection.c,122,private_IsoServer_decreaseConnectionCounter(isoServer)
private_IsoServer_decreaseConnectionCounter,definition,void,,IsoServer self,mms/iso_server/iso_server.c,873,void private_IsoServer_decreaseConnectionCounter(IsoServer self)
private_IsoServer_getConnectionCounter,declaration,LIB61850_INTERNAL int,,IsoServer self,mms/inc_private/iso_server_private.h,43,LIB61850_INTERNAL int private_IsoServer_getConnectionCounter(IsoServer self)
private_IsoServer_getConnectionCounter,declaration,return,,self,mms/iso_server/iso_server.c,753,return private_IsoServer_getConnectionCounter(self)
private_IsoServer_getConnectionCounter,definition,int,,IsoServer self,mms/iso_server/iso_server.c,890,int private_IsoServer_getConnectionCounter(IsoServer self)
private_IsoServer_increaseConnectionCounter,declaration,LIB61850_INTERNAL void,,IsoServer self,mms/inc_private/iso_server_private.h,37,LIB61850_INTERNAL void private_IsoServer_increaseConnectionCounter(IsoServer self)
readFromSocket,declaration,readBytes =,,"self, buffer + bufPos, 4 - bufPos",mms/iso_cotp/cotp.c,798,"readBytes = readFromSocket(self, buffer + bufPos, 4 - bufPos)"
readFromSocket,declaration,readBytes =,,"self, buffer + bufPos, self->packetSize - bufPos",mms/iso_cotp/cotp.c,838,"readBytes = readFromSocket(self, buffer + bufPos, self->packetSize - bufPos)"
readFromSocket,definition,int,static,"CotpConnection* self, uint8_t* buf, int size",mms/iso_cotp/cotp.c,733,"static int readFromSocket(CotpConnection* self, uint8_t* buf, int size)"
readJournalHandler,definition,void,static,"uint32_t invokeId, void* parameter, MmsError mmsError, LinkedList entries, bool moreFollows",mms/iso_mms/client/mms_client_connection.c,3602,"static void readJournalHandler(uint32_t invokeId, void* parameter, MmsError mmsError, LinkedList entries, bool moreFollows)"
readNVLDirectoryHandler,definition,void,static,"uint32_t invokeId, void* parameter, MmsError mmsError, LinkedList specs, bool deletable",mms/iso_mms/client/mms_client_connection.c,2845,"static void readNVLDirectoryHandler(uint32_t invokeId, void* parameter, MmsError mmsError, LinkedList specs, bool deletable)"
readVariableHandler,definition,void,static,"uint32_t invokeId, void* parameter, MmsError mmsError, MmsValue* value",mms/iso_mms/client/mms_client_connection.c,2339,"static void readVariableHandler(uint32_t invokeId, void* parameter, MmsError mmsError, MmsValue* value)"
releaseSocket,declaration,(unknown),,self,mms/iso_client/iso_client_connection.c,611,releaseSocket(self)
releaseSocket,declaration,(unknown),,self,mms/iso_client/iso_client_connection.c,623,releaseSocket(self)
releaseSocket,declaration,(unknown),,self,mms/iso_client/iso_client_connection.c,782,releaseSocket(self)
releaseSocket,definition,void,static,IsoClientConnection self,mms/iso_client/iso_client_connection.c,280,static void releaseSocket(IsoClientConnection self)
removeClientConnection,declaration,(unknown),,"self, isoConnection",mms/iso_server/iso_server.c,228,"removeClientConnection(self, isoConnection)"
removeClientConnection,declaration,(unknown),,"self, isoConnection",mms/iso_server/iso_server.c,260,"removeClientConnection(self, isoConnection)"
removeClientConnection,definition,bool,static,"IsoServer self, IsoConnection connection",mms/iso_server/iso_server.c,157,"static bool removeClientConnection(IsoServer self, IsoConnection connection)"
removeFromOutstandingCalls,definition,void,static,"MmsConnection self, uint32_t invokeId",mms/iso_mms/client/mms_client_connection.c,291,"static void removeFromOutstandingCalls(MmsConnection self, uint32_t invokeId)"
removeTerminatedConnections,declaration,(unknown),,"self, false",mms/iso_server/iso_server.c,562,"removeTerminatedConnections(self, false)"
removeTerminatedConnections,definition,void,static,"IsoServer self, bool isSingleThread",mms/iso_server/iso_server.c,199,"static void removeTerminatedConnections(IsoServer self, bool isSingleThread)"
renameFile,definition,bool,static,"const char* basepath, char* oldFilename, char* newFilename",mms/iso_mms/server/mms_file_service.c,143,"static bool renameFile(const char* basepath, char* oldFilename, char* newFilename)"
searchCacheForValue,definition,MmsValue*,static,"MmsValueCache self, const char* itemId, char* parentId, MmsVariableSpecification** outSpec",mms/iso_mms/server/mms_value_cache.c,75,"static MmsValue* searchCacheForValue(MmsValueCache self, const char* itemId, char* parentId, MmsVariableSpecification** outSpec)"
searchCacheForValueEx,declaration,value =,,"self, itemId, parentItemId, idx, componentId, outSpec",mms/iso_mms/server/mms_value_cache.c,150,"value = searchCacheForValueEx(self, itemId, parentItemId, idx, componentId, outSpec)"
searchCacheForValueEx,definition,MmsValue*,static,"MmsValueCache self, const char* itemId, char* parentId, int idx, char* componentId, MmsVariableSpecification** outSpec",mms/iso_mms/server/mms_value_cache.c,135,"static MmsValue* searchCacheForValueEx(MmsValueCache self, const char* itemId, char* parentId, int idx, char* componentId, MmsVariableSpecification** outSpec)"
sendAbortMessage,declaration,(unknown),,self,mms/iso_client/iso_client_connection.c,866,sendAbortMessage(self)
sendAbortMessage,definition,void,static,IsoClientConnection self,mms/iso_client/iso_client_connection.c,828,static void sendAbortMessage(IsoClientConnection self)
sendAcseInitiateRequest,declaration,(unknown),,self,mms/iso_client/iso_client_connection.c,399,sendAcseInitiateRequest(self)
sendAcseInitiateRequest,definition,void,static,IsoClientConnection self,mms/iso_client/iso_client_connection.c,234,static void sendAcseInitiateRequest(IsoClientConnection self)
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_GET_NAME_LIST, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,2139,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_GET_NAME_LIST, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_READ_VARIABLE, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,2377,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_READ_VARIABLE, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_READ_VARIABLE, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,2444,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_READ_VARIABLE, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_READ_VARIABLE, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,2546,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_READ_VARIABLE, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_READ_VARIABLE, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,2616,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_READ_VARIABLE, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_READ_MULTIPLE_VARIABLES, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,2683,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_READ_MULTIPLE_VARIABLES, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_READ_MULTIPLE_VARIABLES, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,2758,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_READ_MULTIPLE_VARIABLES, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_READ_MULTIPLE_VARIABLES, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,2828,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_READ_MULTIPLE_VARIABLES, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_READ_NVL_DIRECTORY, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,2922,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_READ_NVL_DIRECTORY, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_READ_NVL_DIRECTORY, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,2993,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_READ_NVL_DIRECTORY, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_DEFINE_NVL, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,3076,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_DEFINE_NVL, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_DEFINE_NVL, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,3137,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_DEFINE_NVL, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_DELETE_NVL, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,3200,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_DELETE_NVL, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_DELETE_NVL, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,3264,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_DELETE_NVL, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_GET_VAR_ACCESS_ATTR, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,3349,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_GET_VAR_ACCESS_ATTR, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_IDENTIFY, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,3439,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_IDENTIFY, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_GET_SERVER_STATUS, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,3530,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_GET_SERVER_STATUS, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_READ_JOURNAL, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,3684,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_READ_JOURNAL, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_READ_JOURNAL, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,3759,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_READ_JOURNAL, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_FILE_OPEN, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,3867,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_FILE_OPEN, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_FILE_CLOSE, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,3965,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_FILE_CLOSE, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_FILE_DELETE, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,4043,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_FILE_DELETE, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_FILE_READ, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,4153,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_FILE_READ, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_GET_FILE_DIR, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,4267,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_GET_FILE_DIR, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_FILE_RENAME, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,4344,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_FILE_RENAME, handler, parameter, intParam)"
sendAsyncRequest,declaration,MmsError err =,,"self, invokeId, payload, MMS_CALL_TYPE_OBTAIN_FILE, handler, parameter, intParam",mms/iso_mms/client/mms_client_connection.c,4433,"MmsError err = sendAsyncRequest(self, invokeId, payload, MMS_CALL_TYPE_OBTAIN_FILE, handler, parameter, intParam)"
